state	screen_width	screen_height	button	sample	x	y	result	first_hit	handler
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/DimensionDrawerToggle	1	310.00	144.53	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/DimensionDrawerToggle	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/DimensionDrawerToggle
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/DimensionDrawerToggle	2	410.00	144.53	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/DimensionDrawerToggle	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/DimensionDrawerToggle
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/DimensionDrawerToggle	3	310.00	158.13	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/DimensionDrawerToggle	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/DimensionDrawerToggle
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/DimensionDrawerToggle	4	410.00	158.13	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/DimensionDrawerToggle	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/DimensionDrawerToggle
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_ÁRBOL	0	634.00	73.33	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_ÁRBOL	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_ÁRBOL
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_ÁRBOL	1	594.40	38.13	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_ÁRBOL	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_ÁRBOL
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_ÁRBOL	2	673.60	38.13	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_ÁRBOL	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_ÁRBOL
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_ÁRBOL	3	594.40	108.53	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_ÁRBOL	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_ÁRBOL
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_ÁRBOL	4	673.60	108.53	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_ÁRBOL	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_ÁRBOL
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/SectorCard	0	100.67	861.33	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/SectorCard	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/SectorCard
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/SectorCard	1	43.47	804.53	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/SectorCard	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/SectorCard
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/SectorCard	2	157.87	804.53	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/SectorCard	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/SectorCard
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/SectorCard	3	43.47	918.13	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/SectorCard/DetailedLineIcon	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/SectorCard
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/SectorCard	4	157.87	918.13	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/SectorCard/DetailedLineIcon	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/SectorCard
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/OpenGalaxyPanelButton	0	826.67	1017.33	OFFSCREEN	<none>	<none>
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/OpenGalaxyPanelButton	1	794.67	1011.33	OFFSCREEN	<none>	<none>
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/OpenGalaxyPanelButton	2	858.67	1011.33	OFFSCREEN	<none>	<none>
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/OpenGalaxyPanelButton	3	794.67	1023.33	OFFSCREEN	<none>	<none>
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/OpenGalaxyPanelButton	4	858.67	1023.33	OFFSCREEN	<none>	<none>
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard	0	100.67	457.33	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard	1	43.47	400.53	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard	2	157.87	400.53	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard	3	43.47	514.13	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard/DetailedLineIcon	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard	4	157.87	514.13	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard/DetailedLineIcon	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/FleetCard
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_HANGAR	0	358.00	73.33	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_HANGAR	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_HANGAR
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_HANGAR	1	318.40	38.13	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_HANGAR	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_HANGAR
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_HANGAR	2	397.60	38.13	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_HANGAR	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_HANGAR
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_HANGAR	3	318.40	108.53	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_HANGAR	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_HANGAR
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_HANGAR	4	397.60	108.53	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_HANGAR	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_HANGAR
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/RelicsCard	0	619.33	861.33	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/RelicsCard	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/RelicsCard
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/RelicsCard	1	562.13	804.53	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/RelicsCard	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/RelicsCard
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/RelicsCard	2	676.53	804.53	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/RelicsCard	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/RelicsCard
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/RelicsCard	3	562.13	918.13	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/RelicsCard/DetailedLineIcon	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/RelicsCard
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/RelicsCard	4	676.53	918.13	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/RelicsCard/DetailedLineIcon	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/RelicsCard
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_GALAXIA	0	82.00	73.33	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_GALAXIA	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_GALAXIA
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_GALAXIA	1	42.40	38.13	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_GALAXIA	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_GALAXIA
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_GALAXIA	2	121.60	38.13	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_GALAXIA	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_GALAXIA
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_GALAXIA	3	42.40	108.53	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_GALAXIA	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_GALAXIA
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_GALAXIA	4	121.60	108.53	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_GALAXIA	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/Nav_GALAXIA
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/OpenHangarPanelButton	0	826.67	950.67	OFFSCREEN	<none>	<none>
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/OpenHangarPanelButton	1	794.67	944.67	OFFSCREEN	<none>	<none>
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/OpenHangarPanelButton	2	858.67	944.67	OFFSCREEN	<none>	<none>
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/OpenHangarPanelButton	3	794.67	956.67	OFFSCREEN	<none>	<none>
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/OpenHangarPanelButton	4	858.67	956.67	OFFSCREEN	<none>	<none>
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/ScannerCard	0	100.67	659.33	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/ScannerCard	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/ScannerCard
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/ScannerCard	1	43.47	602.53	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/ScannerCard	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/ScannerCard
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/ScannerCard	2	157.87	602.53	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/ScannerCard	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/ScannerCard
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/ScannerCard	3	43.47	716.13	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/ScannerCard/DetailedLineIcon	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/ScannerCard
01_center	720	1280	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/ScannerCard	4	157.87	716.13	OK	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/ScannerCard/DetailedLineIcon	Canvas/HUD/VerticalUIRoot/VerticalSafeAreaRoot/ContentSlot/Dimension1Panel/D1CommandCenterProductionRoot/CommandDashboard/ScannerCard
